student_id,name,class,comprehension,attention,focus,retention,engagement_time,assessment_score,cluster,persona
318,Student_318,A,64.2,70.9,61.7,68.8,28.5,53.0,3,Distracted Low Engagement
319,Student_319,C,62.9,78.4,77.7,66.0,104.0,72.0,1,Needs Attention
320,Student_320,B,59.6,74.5,81.4,55.4,69.9,55.3,1,Needs Attention
321,Student_321,D,70.6,80.7,69.2,74.6,18.0,73.8,3,Distracted Low Engagement
322,Student_322,A,60.0,57.0,88.7,78.2,18.6,59.8,3,Distracted Low Engagement
323,Student_323,D,73.2,84.8,52.0,45.1,54.6,62.5,0,Engaged High Achiever
324,Student_324,B,69.4,68.0,65.3,56.1,55.9,70.0,2,Steady Learner
325,Student_325,B,67.1,96.1,58.0,56.0,56.0,59.2,0,Engaged High Achiever
326,Student_326,B,59.1,54.7,41.9,53.8,39.9,41.5,2,Steady Learner
327,Student_327,C,63.1,91.0,66.8,76.8,42.5,65.2,0,Engaged High Achiever
328,Student_328,C,79.1,68.0,66.3,63.5,51.6,72.3,2,Steady Learner
329,Student_329,D,76.0,55.2,89.2,62.6,46.7,57.1,1,Needs Attention
330,Student_330,D,58.3,57.7,76.8,39.9,0.6,36.3,3,Distracted Low Engagement
331,Student_331,A,71.2,60.2,53.7,74.3,40.4,57.6,3,Distracted Low Engagement
332,Student_332,A,79.0,71.4,94.0,49.9,28.0,72.5,1,Needs Attention
333,Student_333,D,50.0,72.8,85.1,66.8,48.5,69.9,1,Needs Attention
334,Student_334,C,76.5,56.4,76.1,69.6,104.7,65.2,2,Steady Learner
335,Student_335,B,62.0,64.6,64.8,83.7,52.3,60.4,0,Engaged High Achiever
336,Student_336,D,76.8,97.1,54.6,49.0,38.7,74.5,0,Engaged High Achiever
337,Student_337,A,60.8,90.9,62.8,26.7,63.4,49.5,0,Engaged High Achiever
338,Student_338,C,48.3,71.5,83.2,68.4,54.7,59.7,1,Needs Attention
339,Student_339,D,50.5,65.6,94.4,89.4,53.4,67.6,1,Needs Attention
340,Student_340,D,70.6,66.8,89.6,82.1,57.1,73.7,1,Needs Attention
341,Student_341,C,73.1,74.2,61.2,68.7,86.1,64.3,2,Steady Learner
342,Student_342,D,59.1,49.7,52.3,59.6,22.4,50.9,3,Distracted Low Engagement
343,Student_343,C,77.7,61.1,70.0,76.5,54.5,51.8,2,Steady Learner
344,Student_344,B,50.1,40.0,43.2,53.3,26.5,39.0,3,Distracted Low Engagement
345,Student_345,C,69.2,71.0,72.5,72.2,56.1,69.4,1,Needs Attention
346,Student_346,C,55.5,74.7,65.9,72.6,26.6,54.8,3,Distracted Low Engagement
347,Student_347,C,62.2,57.8,61.5,79.8,36.7,59.5,3,Distracted Low Engagement
348,Student_348,D,70.6,88.6,45.7,100.0,39.1,72.1,0,Engaged High Achiever
349,Student_349,D,59.7,46.6,75.2,71.1,64.5,56.4,2,Steady Learner
350,Student_350,C,65.4,43.0,60.5,59.4,63.4,55.6,2,Steady Learner
351,Student_351,D,82.1,68.4,51.6,65.7,20.1,57.1,3,Distracted Low Engagement
352,Student_352,A,63.1,80.7,27.8,43.0,46.1,52.2,0,Engaged High Achiever
353,Student_353,A,80.0,90.3,67.6,57.0,30.8,73.8,0,Engaged High Achiever
354,Student_354,D,56.4,58.1,92.8,60.7,19.8,61.1,3,Distracted Low Engagement
355,Student_355,D,76.4,81.2,91.3,59.2,40.7,68.8,1,Needs Attention
356,Student_356,C,87.3,64.4,61.6,68.0,38.8,68.1,3,Distracted Low Engagement
357,Student_357,B,40.3,62.4,59.6,55.3,93.5,56.9,2,Steady Learner
358,Student_358,D,60.4,78.3,74.6,80.6,53.7,55.1,0,Engaged High Achiever
359,Student_359,A,76.9,74.8,54.0,66.0,17.4,70.3,3,Distracted Low Engagement
360,Student_360,C,67.6,41.4,72.2,65.9,33.7,54.6,3,Distracted Low Engagement
361,Student_361,D,74.5,87.1,78.7,61.7,65.4,75.0,1,Needs Attention
362,Student_362,A,62.8,85.7,85.2,68.0,86.8,79.0,1,Needs Attention
363,Student_363,A,71.0,55.6,66.6,76.7,13.3,52.5,3,Distracted Low Engagement
364,Student_364,B,68.1,70.9,65.1,54.7,7.4,55.5,3,Distracted Low Engagement
365,Student_365,C,84.0,72.4,55.7,57.4,82.4,65.5,2,Steady Learner
366,Student_366,C,73.1,68.9,56.4,62.1,52.8,57.7,2,Steady Learner
367,Student_367,B,74.1,56.7,64.8,48.5,27.6,68.4,3,Distracted Low Engagement
368,Student_368,B,65.1,54.9,73.1,55.3,55.7,53.8,2,Steady Learner
369,Student_369,C,64.1,64.6,80.8,59.8,0.0,57.2,3,Distracted Low Engagement
370,Student_370,C,64.8,82.6,56.8,77.4,45.1,66.5,0,Engaged High Achiever
371,Student_371,D,74.7,73.2,88.9,69.4,51.6,64.3,1,Needs Attention
372,Student_372,D,64.9,59.4,64.2,68.5,63.5,58.3,2,Steady Learner
373,Student_373,B,73.5,76.6,67.7,77.1,24.7,69.4,3,Distracted Low Engagement
374,Student_374,D,94.9,22.3,57.5,64.2,46.7,55.5,2,Steady Learner
375,Student_375,A,80.5,82.2,34.1,71.1,26.5,62.9,0,Engaged High Achiever
376,Student_376,D,66.1,38.9,80.4,64.7,50.1,54.7,2,Steady Learner
377,Student_377,D,84.4,59.6,78.3,69.4,27.1,58.6,3,Distracted Low Engagement
378,Student_378,A,65.1,48.2,64.1,58.4,36.8,56.9,2,Steady Learner
379,Student_379,B,45.5,45.6,68.9,34.3,25.1,55.8,3,Distracted Low Engagement
380,Student_380,A,57.9,82.4,75.2,64.3,58.0,65.7,0,Engaged High Achiever
381,Student_381,D,47.6,58.0,46.1,84.5,62.2,55.1,0,Engaged High Achiever
382,Student_382,B,65.8,70.2,60.6,78.0,40.3,67.3,0,Engaged High Achiever
383,Student_383,D,70.2,64.3,79.1,78.6,45.8,59.4,1,Needs Attention
384,Student_384,A,90.1,72.2,50.4,82.1,16.0,78.5,3,Distracted Low Engagement
385,Student_385,A,73.9,66.2,72.1,67.2,39.0,66.4,3,Distracted Low Engagement
386,Student_386,D,67.4,45.8,49.0,68.6,44.0,63.7,2,Steady Learner
387,Student_387,C,80.0,79.9,74.5,58.0,97.4,68.0,1,Needs Attention
388,Student_388,C,43.5,57.6,67.5,61.9,22.8,62.3,3,Distracted Low Engagement
389,Student_389,A,72.8,41.7,45.4,74.0,74.3,60.8,2,Steady Learner
390,Student_390,A,79.3,58.6,84.3,81.7,64.9,74.1,1,Needs Attention
391,Student_391,C,52.3,87.5,57.7,64.2,50.6,62.7,0,Engaged High Achiever
392,Student_392,C,83.7,77.8,56.7,60.1,80.2,67.4,2,Steady Learner
393,Student_393,D,74.1,59.8,70.8,66.0,52.4,71.0,2,Steady Learner
394,Student_394,D,65.0,59.8,84.1,73.8,52.8,65.8,1,Needs Attention
395,Student_395,C,77.6,60.2,53.8,47.2,43.9,46.6,2,Steady Learner
396,Student_396,D,97.2,96.2,68.9,36.1,69.5,69.2,1,Needs Attention
397,Student_397,D,72.2,70.7,74.0,58.8,66.9,65.2,1,Needs Attention
398,Student_398,B,73.0,71.5,77.7,50.1,32.5,66.3,1,Needs Attention
399,Student_399,D,64.5,80.5,70.5,59.4,18.6,63.1,3,Distracted Low Engagement
400,Student_400,A,59.8,68.6,62.9,64.1,40.9,66.6,0,Engaged High Achiever
401,Student_401,D,80.0,61.1,56.4,60.1,29.0,49.3,3,Distracted Low Engagement
402,Student_402,D,59.7,62.1,69.2,84.9,43.7,63.1,3,Distracted Low Engagement
403,Student_403,C,70.9,63.9,53.0,70.2,69.7,51.0,2,Steady Learner
404,Student_404,A,64.3,64.4,27.1,69.9,35.9,57.6,0,Engaged High Achiever
405,Student_405,D,75.7,75.9,74.1,74.1,44.1,69.3,1,Needs Attention
406,Student_406,D,74.0,65.8,80.7,51.2,46.2,67.3,1,Needs Attention
407,Student_407,B,82.5,76.0,34.9,79.5,62.0,60.6,0,Engaged High Achiever
408,Student_408,D,63.9,63.8,53.9,65.0,0.1,63.3,3,Distracted Low Engagement
409,Student_409,D,66.8,66.2,76.7,74.7,32.9,71.0,3,Distracted Low Engagement
410,Student_410,B,58.3,35.0,96.8,52.1,49.2,59.4,1,Needs Attention
411,Student_411,C,64.7,78.7,68.3,45.8,69.0,62.3,0,Engaged High Achiever
412,Student_412,D,74.5,70.2,57.8,76.6,35.2,68.2,3,Distracted Low Engagement
413,Student_413,B,79.1,80.0,65.4,70.9,7.5,63.6,3,Distracted Low Engagement
414,Student_414,A,58.9,21.6,87.2,54.3,57.4,56.7,2,Steady Learner
415,Student_415,C,80.4,96.3,59.0,54.7,32.3,79.7,0,Engaged High Achiever
416,Student_416,A,86.3,62.9,56.8,80.6,21.2,72.5,3,Distracted Low Engagement
417,Student_417,A,75.0,81.6,61.2,50.5,32.5,60.0,0,Engaged High Achiever
418,Student_418,B,92.5,49.4,54.7,87.4,41.3,68.4,3,Distracted Low Engagement
419,Student_419,D,60.7,74.2,69.7,54.3,32.9,52.7,0,Engaged High Achiever
420,Student_420,B,55.1,49.2,90.7,74.3,0.9,61.6,3,Distracted Low Engagement
421,Student_421,B,48.7,55.6,72.5,61.7,62.9,58.1,2,Steady Learner
422,Student_422,B,88.0,93.7,64.5,73.8,70.5,66.1,0,Engaged High Achiever
423,Student_423,B,77.9,62.1,63.9,58.9,58.0,56.4,2,Steady Learner
424,Student_424,C,69.3,68.3,46.1,63.9,22.2,56.1,3,Distracted Low Engagement
425,Student_425,D,73.4,78.1,80.4,66.5,41.0,67.8,1,Needs Attention
426,Student_426,A,56.5,72.4,66.9,53.0,44.9,51.4,0,Engaged High Achiever
427,Student_427,A,99.3,67.3,65.5,75.6,57.0,76.2,2,Steady Learner
428,Student_428,D,71.6,70.5,100.0,59.3,58.4,72.4,1,Needs Attention
429,Student_429,A,71.3,100.0,72.2,63.0,30.3,70.6,0,Engaged High Achiever
430,Student_430,D,78.7,64.1,57.5,53.1,46.6,56.9,2,Steady Learner
431,Student_431,A,75.8,68.0,62.0,32.7,54.1,66.0,2,Steady Learner
432,Student_432,B,72.7,80.8,84.1,63.5,74.1,82.0,1,Needs Attention
433,Student_433,A,60.5,81.6,69.6,97.4,59.1,67.1,0,Engaged High Achiever
434,Student_434,D,75.7,82.8,47.9,76.2,60.8,63.8,0,Engaged High Achiever
435,Student_435,D,92.6,74.6,80.9,65.7,46.7,77.7,1,Needs Attention
436,Student_436,D,86.1,47.9,58.6,62.6,73.2,60.4,2,Steady Learner
437,Student_437,D,89.1,89.5,94.2,66.3,53.2,79.7,1,Needs Attention
438,Student_438,D,63.9,47.8,83.1,73.1,27.8,64.5,3,Distracted Low Engagement
439,Student_439,C,58.1,69.5,61.7,50.6,73.1,47.0,2,Steady Learner
440,Student_440,C,68.5,53.7,85.9,80.5,59.0,74.1,1,Needs Attention
441,Student_441,A,70.7,64.0,68.9,75.3,36.1,64.5,3,Distracted Low Engagement
442,Student_442,D,83.1,69.9,79.9,75.3,35.4,69.0,1,Needs Attention
443,Student_443,A,49.7,69.8,74.8,71.7,50.9,60.1,0,Engaged High Achiever
444,Student_444,D,88.4,71.3,56.2,66.3,54.3,68.0,2,Steady Learner
445,Student_445,D,68.1,89.2,59.0,74.7,48.9,57.8,0,Engaged High Achiever
446,Student_446,C,64.9,71.8,82.4,73.7,51.2,76.5,1,Needs Attention
447,Student_447,C,57.9,61.3,63.3,61.4,79.0,58.8,2,Steady Learner
448,Student_448,B,50.1,79.5,62.3,58.5,66.4,62.1,0,Engaged High Achiever
449,Student_449,C,79.9,82.8,54.6,67.3,48.8,73.8,0,Engaged High Achiever
450,Student_450,B,70.9,46.6,73.9,86.1,63.8,57.7,2,Steady Learner
451,Student_451,B,54.5,74.0,96.9,49.9,24.3,65.8,1,Needs Attention
452,Student_452,B,54.5,75.5,53.1,46.9,53.0,53.9,0,Engaged High Achiever
453,Student_453,B,66.0,60.5,68.3,68.1,81.2,68.0,2,Steady Learner
454,Student_454,B,90.0,85.6,87.8,66.7,40.6,65.2,1,Needs Attention
455,Student_455,A,66.9,62.7,66.9,68.3,28.0,60.2,3,Distracted Low Engagement
456,Student_456,C,52.0,66.9,74.3,69.2,32.0,55.5,3,Distracted Low Engagement
457,Student_457,B,67.1,62.4,53.1,63.1,23.2,59.6,3,Distracted Low Engagement
458,Student_458,D,66.7,65.2,74.0,85.4,29.3,68.2,3,Distracted Low Engagement
459,Student_459,C,37.6,48.6,65.4,45.2,37.6,40.9,2,Steady Learner
460,Student_460,C,69.3,43.4,81.8,55.2,16.9,52.9,3,Distracted Low Engagement
461,Student_461,B,67.2,88.9,84.6,64.7,45.3,70.6,1,Needs Attention
462,Student_462,A,78.4,52.3,100.0,44.6,63.0,61.0,1,Needs Attention
463,Student_463,B,92.2,50.1,76.1,63.7,26.8,71.4,3,Distracted Low Engagement
464,Student_464,A,83.5,32.7,72.6,87.6,75.4,62.4,2,Steady Learner
465,Student_465,D,66.8,55.4,70.7,66.3,55.2,43.3,2,Steady Learner
466,Student_466,C,56.7,45.2,63.1,69.0,65.6,52.3,2,Steady Learner
467,Student_467,D,100.0,89.6,72.7,49.6,31.8,69.8,1,Needs Attention
468,Student_468,A,70.7,80.1,63.9,58.0,62.1,56.0,0,Engaged High Achiever
469,Student_469,A,70.2,54.7,70.4,61.1,23.2,51.7,3,Distracted Low Engagement
470,Student_470,D,69.7,98.8,86.4,61.9,62.8,76.0,1,Needs Attention
471,Student_471,A,72.4,79.7,53.9,82.7,48.4,75.2,0,Engaged High Achiever
472,Student_472,D,68.3,60.1,84.0,73.2,56.1,68.0,1,Needs Attention
473,Student_473,C,63.1,27.5,86.4,51.6,21.5,48.3,3,Distracted Low Engagement
474,Student_474,D,63.4,99.4,66.3,69.2,27.1,71.6,0,Engaged High Achiever
475,Student_475,C,69.6,44.2,38.3,72.5,56.9,50.5,2,Steady Learner
476,Student_476,D,63.5,40.3,59.5,80.8,26.0,50.3,3,Distracted Low Engagement
477,Student_477,A,61.4,80.3,86.2,86.5,54.3,64.5,1,Needs Attention
478,Student_478,D,71.3,100.0,67.7,52.8,17.7,58.2,0,Engaged High Achiever
479,Student_479,A,66.9,85.8,54.0,55.5,62.0,61.4,0,Engaged High Achiever
480,Student_480,D,88.0,73.5,60.9,49.7,20.3,66.4,3,Distracted Low Engagement
481,Student_481,D,38.2,73.9,79.8,63.0,56.0,57.6,0,Engaged High Achiever
482,Student_482,B,83.1,77.8,75.7,72.1,57.5,70.7,1,Needs Attention
483,Student_483,A,85.0,76.4,64.7,78.8,31.1,65.2,3,Distracted Low Engagement
484,Student_484,B,45.1,69.2,62.9,65.0,56.6,59.6,0,Engaged High Achiever
485,Student_485,A,65.9,66.6,62.5,61.8,50.2,52.8,2,Steady Learner
486,Student_486,B,65.5,64.1,55.1,68.0,34.2,63.3,3,Distracted Low Engagement
487,Student_487,C,53.1,53.7,90.6,55.1,24.8,51.0,3,Distracted Low Engagement
488,Student_488,D,60.7,60.8,63.5,93.2,5.7,55.8,3,Distracted Low Engagement
489,Student_489,A,56.7,39.6,85.0,45.1,52.0,44.5,2,Steady Learner
490,Student_490,A,91.0,63.5,89.3,68.4,13.7,69.0,3,Distracted Low Engagement
491,Student_491,D,81.2,50.2,82.0,92.3,46.9,75.3,3,Distracted Low Engagement
492,Student_492,A,85.3,48.4,62.0,66.1,39.7,65.1,2,Steady Learner
493,Student_493,A,78.7,67.7,73.7,63.5,58.6,73.6,1,Needs Attention
494,Student_494,B,56.5,85.9,67.7,61.4,39.0,66.2,0,Engaged High Achiever
495,Student_495,A,63.7,78.8,55.3,63.7,38.4,54.7,0,Engaged High Achiever
496,Student_496,C,75.9,41.4,72.5,83.8,59.6,61.2,2,Steady Learner
497,Student_497,C,55.3,50.2,51.5,37.2,51.7,42.9,2,Steady Learner
498,Student_498,D,78.6,79.1,84.6,85.9,51.3,83.7,1,Needs Attention
499,Student_499,A,67.1,50.3,61.5,47.5,54.4,47.7,2,Steady Learner
500,Student_500,D,65.5,61.6,70.8,62.5,14.3,64.7,3,Distracted Low Engagement
